[INFO] 2026-03-12 23:46:25,027 pos.notifications [NOTIFICATION] tenant=3 outlet=3 type=low_stock message=Cheese low stock
[INFO] 2026-03-18 10:49:57,805 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 8
[INFO] 2026-03-18 10:49:58,379 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 8
[INFO] 2026-03-18 14:34:03,676 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 14:34:05,198 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 14:34:05,912 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 15:02:51,626 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 15:05:14,437 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 6
[INFO] 2026-03-18 16:39:01,171 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 16:39:02,842 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 17:26:12,663 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 17:26:13,039 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 19:48:02,823 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 22:27:21,477 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-18 22:27:22,023 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-18 22:45:38,532 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 23:21:13,001 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 1
[INFO] 2026-03-18 23:21:14,048 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 1
[INFO] 2026-03-18 23:22:20,872 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 23:22:21,235 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 23:22:21,675 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 23:22:22,183 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 23:23:56,485 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-18 23:24:39,657 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-18 23:25:12,002 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-19 08:24:43,641 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-19 08:24:44,446 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-19 08:46:24,863 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-19 08:46:28,126 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-19 09:39:16,609 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-19 09:40:10,857 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-19 09:40:11,342 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-20 11:10:59,117 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-20 11:10:59,790 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-20 11:43:33,904 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-21 11:57:16,404 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-21 11:57:16,922 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-21 12:15:52,613 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-22 00:05:30,267 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Takeaway
[INFO] 2026-03-22 00:05:37,295 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Takeaway
[INFO] 2026-03-22 00:06:14,195 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-22 02:17:11,311 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-22 02:17:12,962 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-22 02:17:20,159 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-22 03:29:19,327 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-22 10:10:47,207 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-22 10:10:55,630 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 14:57:51,124 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 14:57:54,153 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 14:58:31,609 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 14:58:35,284 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 14:58:38,030 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 14:58:38,586 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 15:40:25,475 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 1
[INFO] 2026-03-24 15:40:26,129 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 1
[INFO] 2026-03-24 15:41:18,199 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 1
[INFO] 2026-03-24 16:03:01,241 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 16:03:03,731 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 16:17:48,957 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 16:17:49,597 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-24 16:24:33,789 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-24 16:24:34,325 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-24 16:24:37,348 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-24 23:07:28,041 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 5
[INFO] 2026-03-24 23:20:24,687 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 6
[INFO] 2026-03-24 23:21:33,306 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-24 23:42:22,452 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 6
[INFO] 2026-03-24 23:43:18,909 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 6
[INFO] 2026-03-25 00:01:46,515 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-25 00:01:47,402 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-25 10:11:20,508 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-25 10:11:22,588 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-25 10:11:28,836 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-25 10:12:04,065 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-25 10:13:16,967 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 4
[INFO] 2026-03-25 10:13:51,411 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 8
[INFO] 2026-03-25 10:13:53,317 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 9
[INFO] 2026-03-25 10:15:06,263 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 10
[INFO] 2026-03-25 10:42:09,620 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 10:42:10,074 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 10:48:54,176 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:10:38,997 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:10:40,986 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:14:48,736 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:14:50,541 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:31:02,743 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:31:06,286 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:41:16,612 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 11:41:18,385 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 2
[INFO] 2026-03-25 13:27:17,573 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-25 13:27:20,834 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-25 13:27:21,672 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-25 13:27:22,490 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-25 13:27:46,559 pos.notifications [NOTIFICATION] tenant=3 outlet=2 type=order_ready message=Order ready for Table 3
[INFO] 2026-03-26 06:04:06,812 pos.notifications [NOTIFICATION] tenant=4 outlet=4 type=order_ready message=Order ready for Table 1
